Case_ID,URL,Job_Title,Monthly_Salary,Raw_JSON
臺灣臺北地方法院 114 年度 勞訴更一 字第 1 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%e6%9b%b4%e4%b8%80%2c1%2c20251112%2c1&ot=in,駐衛保全人員,42350,"{""job_title"": ""駐衛保全人員"", ""monthly_salary"": 42350, ""currency"": ""TWD""}"
臺灣高等法院 高雄分院 114 年度 勞上 字第 8 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c8%2c20251111%2c1&ot=in,客戶關係經理,73890,"{""job_title"": ""客戶關係經理"", ""monthly_salary"": 73890, ""currency"": ""TWD""}"
臺灣高等法院 113 年度 勞上 字第 116 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e5%8b%9e%e4%b8%8a%2c116%2c20251111%2c1&ot=in,駕駛員,42000,"{""job_title"": ""駕駛員"", ""monthly_salary"": 42000, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 796 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c796%2c20251111%2c1&ot=in,,43437,"{""job_title"": null, ""monthly_salary"": 43437, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 62 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c62%2c20251110%2c2&ot=in,清潔隊員,,"{""job_title"": ""清潔隊員"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣橋頭地方法院 114 年度 勞補 字第 157 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CTDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c157%2c20251107%2c1&ot=in,,38000,"{""job_title"": null, ""monthly_salary"": 38000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 323 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c323%2c20251107%2c1&ot=in,,103900,"{""job_title"": null, ""monthly_salary"": 103900, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 317 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c317%2c20251107%2c1&ot=in,,60000,"{""job_title"": null, ""monthly_salary"": 60000, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 勞補 字第 190 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c190%2c20251107%2c1&ot=in,,50164,"{""job_title"": null, ""monthly_salary"": 50164, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞訴 字第 268 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c268%2c20251107%2c1&ot=in,助理,45000,"{""job_title"": ""助理"", ""monthly_salary"": 45000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 重勞訴 字第 55 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c55%2c20251107%2c1&ot=in,產品研發總監,,"{""job_title"": ""產品研發總監"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞訴 字第 232 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c232%2c20251107%2c1&ot=in,資深工程師,60000,"{""job_title"": ""資深工程師"", ""monthly_salary"": 60000, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞補 字第 274 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c274%2c20251105%2c1&ot=in,,44000,"{""job_title"": null, ""monthly_salary"": 44000, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 勞補 字第 272 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c272%2c20251105%2c1&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞全 字第 44 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e5%85%a8%2c44%2c20251105%2c1&ot=in,高階藥品專員,150000,"{""job_title"": ""高階藥品專員"", ""monthly_salary"": 150000, ""currency"": ""TWD""}"
臺灣桃園地方法院 114 年度 勞訴 字第 124 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c124%2c20251105%2c1&ot=in,財團法人中華運動禁藥防制基金會,,"{""job_title"": ""財團法人中華運動禁藥防制基金會"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 113 年度 勞訴 字第 204 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c204%2c20251105%2c1&ot=in,居家照顧服務員,,"{""job_title"": ""居家照顧服務員"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 339 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c339%2c20251104%2c1&ot=in,,412244,"{""job_title"": null, ""monthly_salary"": 412244, ""currency"": ""TWD""}"
臺灣澎湖地方法院 114 年度 勞訴 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PHDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c2%2c20251104%2c1&ot=in,專案助理教授,65000,"{""job_title"": ""專案助理教授"", ""monthly_salary"": 65000, ""currency"": ""TWD""}"
臺灣彰化地方法院 114 年度 勞訴 字第 17 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c17%2c20251104%2c1&ot=in,教保員,39200,"{""job_title"": ""教保員"", ""monthly_salary"": 39200, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 556 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c556%2c20251103%2c1&ot=in,台灣電力股份有限公司,,"{""job_title"": ""台灣電力股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 362 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c362%2c20251103%2c1&ot=in,,31150,"{""job_title"": null, ""monthly_salary"": 31150, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 335 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c335%2c20251103%2c1&ot=in,美時化學製藥股份有限公司,,"{""job_title"": ""美時化學製藥股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 審勞補 字第 6 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%af%a9%e5%8b%9e%e8%a3%9c%2c6%2c20251031%2c1&ot=in,,78000,"{""job_title"": null, ""monthly_salary"": 78000, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 審勞補 字第 5 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%af%a9%e5%8b%9e%e8%a3%9c%2c5%2c20251031%2c1&ot=in,,31000,"{""job_title"": null, ""monthly_salary"": 31000, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 774 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c774%2c20251031%2c1&ot=in,,65046,"{""job_title"": null, ""monthly_salary"": 65046, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 勞補 字第 243 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c243%2c20251031%2c1&ot=in,,5000,"{""job_title"": null, ""monthly_salary"": 5000, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 795 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c795%2c20251031%2c1&ot=in,,45313,"{""job_title"": null, ""monthly_salary"": 45313, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞訴 字第 189 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c189%2c20251031%2c1&ot=in,業務副總經理,60000,"{""job_title"": ""業務副總經理"", ""monthly_salary"": 60000, ""currency"": ""TWD""}"
臺灣臺北地方法院 113 年度 勞訴 字第 366 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c366%2c20251031%2c3&ot=in,社區經理,55000,"{""job_title"": ""社區經理"", ""monthly_salary"": 55000, ""currency"": ""TWD""}"
臺灣臺中地方法院 112 年度 勞訴 字第 4 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c112%2c%e5%8b%9e%e8%a8%b4%2c4%2c20251031%2c3&ot=in,出貨及裝箱工作,,"{""job_title"": ""出貨及裝箱工作"", ""monthly_salary"": null, ""currency"": ""TWD""}"
最高法院 114 年度 台聲 字第 856 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c114%2c%e5%8f%b0%e8%81%b2%2c856%2c20251030%2c1&ot=in,鐳射谷科技股份有限公司,,"{""job_title"": ""鐳射谷科技股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 審勞補 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%af%a9%e5%8b%9e%e8%a3%9c%2c3%2c20251030%2c1&ot=in,,61500,"{""job_title"": null, ""monthly_salary"": 61500, ""currency"": ""TWD""}"
臺灣基隆地方法院 114 年度 勞全 字第 6 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KLDV%2c114%2c%e5%8b%9e%e5%85%a8%2c6%2c20251030%2c1&ot=in,營建工程師,60000,"{""job_title"": ""營建工程師"", ""monthly_salary"": 60000, ""currency"": ""TWD""}"
臺灣基隆地方法院 114 年度 勞訴 字第 21 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KLDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c21%2c20251030%2c1&ot=in,工務助理,60000,"{""job_title"": ""工務助理"", ""monthly_salary"": 60000, ""currency"": ""TWD""}"
臺灣高雄地方法院 114 年度 重勞訴 字第 1 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c1%2c20251030%2c3&ot=in,營業員,,"{""job_title"": ""營業員"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 113 年度 勞訴 字第 225 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c225%2c20251030%2c2&ot=in,實習襄理,,"{""job_title"": ""實習襄理"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣桃園地方法院 114 年度 勞訴 字第 140 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c140%2c20251029%2c1&ot=in,,45200,"{""job_title"": null, ""monthly_salary"": 45200, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 484 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c484%2c20251029%2c1&ot=in,找到了旅行社股份有限公司,,"{""job_title"": ""找到了旅行社股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 570 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c570%2c20251029%2c1&ot=in,無具體職稱,68087,"{""job_title"": ""無具體職稱"", ""monthly_salary"": 68087, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 76 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c76%2c20251029%2c2&ot=in,社區總幹事,55000,"{""job_title"": ""社區總幹事"", ""monthly_salary"": 55000, ""currency"": ""TWD""}"
臺灣臺北地方法院 113 年度 勞訴 字第 258 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c258%2c20251029%2c1&ot=in,補習班老師,32000,"{""job_title"": ""補習班老師"", ""monthly_salary"": 32000, ""currency"": ""TWD""}"
臺灣新竹地方法院 114 年度 勞訴 字第 71 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c71%2c20251029%2c1&ot=in,司機,42000,"{""job_title"": ""司機"", ""monthly_salary"": 42000, ""currency"": ""TWD""}"
臺灣新北地方法院 113 年度 重勞訴 字第 31 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c31%2c20251029%2c1&ot=in,物流士,,"{""job_title"": ""物流士"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞上 字第 24 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c24%2c20251028%2c1&ot=in,八德模組廠修配組副工程師,52447,"{""job_title"": ""八德模組廠修配組副工程師"", ""monthly_salary"": 52447, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞上 字第 61 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c61%2c20251028%2c1&ot=in,國外客服,48590,"{""job_title"": ""國外客服"", ""monthly_salary"": 48590, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 437 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c437%2c20251028%2c1&ot=in,美商虹軟科技股份有限公司台灣分公司,,"{""job_title"": ""美商虹軟科技股份有限公司台灣分公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 535 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c535%2c20251027%2c1&ot=in,,28590,"{""job_title"": null, ""monthly_salary"": 28590, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 417 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c417%2c20251023%2c1&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺南地方法院 114 年度 勞專調 字第 96 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c114%2c%e5%8b%9e%e5%b0%88%e8%aa%bf%2c96%2c20251022%2c1&ot=in,,167370,"{""job_title"": null, ""monthly_salary"": 167370, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞全 字第 17 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e5%85%a8%2c17%2c20251022%2c2&ot=in,業務部課長,45983,"{""job_title"": ""業務部課長"", ""monthly_salary"": 45983, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞全 字第 40 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e5%85%a8%2c40%2c20251022%2c1&ot=in,生產製造部門經理,278238,"{""job_title"": ""生產製造部門經理"", ""monthly_salary"": 278238, ""currency"": ""TWD""}"
臺灣臺北地方法院 111 年度 勞訴 字第 393 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c111%2c%e5%8b%9e%e8%a8%b4%2c393%2c20251022%2c1&ot=in,事務員,,"{""job_title"": ""事務員"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高等法院 花蓮分院 114 年度 勞上 字第 6 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=HLHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c6%2c20251021%2c1&ot=in,客服專員,39300,"{""job_title"": ""客服專員"", ""monthly_salary"": 39300, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞上易 字第 25 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e4%b8%8a%e6%98%93%2c25%2c20251021%2c1&ot=in,生產部環保人員,32000,"{""job_title"": ""生產部環保人員"", ""monthly_salary"": 32000, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞上 字第 33 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c33%2c20251021%2c1&ot=in,總經理室協理、管理處協理及製造處協理、市場部特助,145000,"{""job_title"": ""總經理室協理、管理處協理及製造處協理、市場部特助"", ""monthly_salary"": 145000, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 235 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c235%2c20251021%2c1&ot=in,美成產後護理之家,38000,"{""job_title"": ""美成產後護理之家"", ""monthly_salary"": 38000, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 583 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c583%2c20251021%2c1&ot=in,,50067,"{""job_title"": null, ""monthly_salary"": 50067, ""currency"": ""TWD""}"
臺灣橋頭地方法院 114 年度 勞補 字第 154 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CTDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c154%2c20251021%2c1&ot=in,,36000,"{""job_title"": null, ""monthly_salary"": 36000, ""currency"": ""TWD""}"
臺灣臺南地方法院 114 年度 勞補 字第 53 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c53%2c20251021%2c1&ot=in,,43000,"{""job_title"": null, ""monthly_salary"": 43000, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 757 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c757%2c20251020%2c1&ot=in,台灣高虎股份有限公司,,"{""job_title"": ""台灣高虎股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣高等法院 113 年度 勞上 字第 16 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e5%8b%9e%e4%b8%8a%2c16%2c20251017%2c3&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣彰化地方法院 114 年度 勞補 字第 88 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c88%2c20251017%2c1&ot=in,立身股份有限公司,,"{""job_title"": ""立身股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 270 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c270%2c20251017%2c1&ot=in,,205397,"{""job_title"": null, ""monthly_salary"": 205397, ""currency"": ""TWD""}"
最高法院 114 年度 台上 字第 1279 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSV%2c114%2c%e5%8f%b0%e4%b8%8a%2c1279%2c20251016%2c1&ot=in,新竹分公司經理兼任受託買賣主管,,"{""job_title"": ""新竹分公司經理兼任受託買賣主管"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞訴 字第 236 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e8%a8%b4%2c236%2c20251016%2c1&ot=in,山隆通運股份有限公司,,"{""job_title"": ""山隆通運股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 568 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c568%2c20251016%2c1&ot=in,海能風力發電股份有限公司,,"{""job_title"": ""海能風力發電股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 411 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c411%2c20251016%2c1&ot=in,,120000,"{""job_title"": null, ""monthly_salary"": 120000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 387 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c387%2c20251016%2c1&ot=in,,73000,"{""job_title"": null, ""monthly_salary"": 73000, ""currency"": ""TWD""}"
臺灣新竹地方法院 114 年度 勞補 字第 141 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c141%2c20251015%2c1&ot=in,盟創科技股份有限公司,,"{""job_title"": ""盟創科技股份有限公司"", ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新竹地方法院 114 年度 勞補 字第 140 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c140%2c20251015%2c1&ot=in,,171112,"{""job_title"": null, ""monthly_salary"": 171112, ""currency"": ""TWD""}"
臺灣臺中地方法院 113 年度 勞訴 字第 229 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c229%2c20251015%2c1&ot=in,店長,44100,"{""job_title"": ""店長"", ""monthly_salary"": 44100, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞再易 字第 5 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e5%86%8d%e6%98%93%2c5%2c20251014%2c1&ot=in,作業員,27500,"{""job_title"": ""作業員"", ""monthly_salary"": 27500, ""currency"": ""TWD""}"
臺灣高等法院 114 年度 勞上 字第 17 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e5%8b%9e%e4%b8%8a%2c17%2c20251014%2c1&ot=in,資深環境安全衛生技師,79431,"{""job_title"": ""資深環境安全衛生技師"", ""monthly_salary"": 79431, ""currency"": ""TWD""}"
臺灣基隆地方法院 113 年度 勞訴 字第 28 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KLDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c28%2c20251014%2c1&ot=in,店員,29500,"{""job_title"": ""店員"", ""monthly_salary"": 29500, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 司他 字第 117 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8f%b8%e4%bb%96%2c117%2c20251013%2c1&ot=in,,39783,"{""job_title"": null, ""monthly_salary"": 39783, ""currency"": ""TWD""}"
臺灣臺中地方法院 114 年度 勞補 字第 656 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c656%2c20251009%2c1&ot=in,,40000,"{""job_title"": null, ""monthly_salary"": 40000, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 司他 字第 467 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8f%b8%e4%bb%96%2c467%2c20251009%2c1&ot=in,,,"{""job_title"": null, ""monthly_salary"": null, ""currency"": ""TWD""}"
臺灣新北地方法院 114 年度 勞全 字第 23 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e5%8b%9e%e5%85%a8%2c23%2c20251009%2c2&ot=in,資訊小組副工程師,62400,"{""job_title"": ""資訊小組副工程師"", ""monthly_salary"": 62400, ""currency"": ""TWD""}"
臺灣臺中地方法院 113 年度 勞訴 字第 7 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e5%8b%9e%e8%a8%b4%2c7%2c20251009%2c1&ot=in,業務管理師,57336,"{""job_title"": ""業務管理師"", ""monthly_salary"": 57336, ""currency"": ""TWD""}"
臺灣臺北地方法院 114 年度 勞補 字第 397 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e8%a3%9c%2c397%2c20251008%2c1&ot=in,,366413,"{""job_title"": null, ""monthly_salary"": 366413, ""currency"": ""TWD""}"
臺灣苗栗地方法院 114 年度 重勞訴 字第 1 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=MLDV%2c114%2c%e9%87%8d%e5%8b%9e%e8%a8%b4%2c1%2c20251008%2c1&ot=in,課長,94570,"{""job_title"": ""課長"", ""monthly_salary"": 94570, ""currency"": ""TWD""}"
